state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Arunachal Pradesh,2021,Q2,2021-Q2,Merchant payments,243375,283709438.54,1166,North-Eastern Region
Arunachal Pradesh,2021,Q2,2021-Q2,Financial Services,1582,2761076.79,1745,North-Eastern Region
Arunachal Pradesh,2021,Q2,2021-Q2,Others,3755,3415105.34,909,North-Eastern Region
Arunachal Pradesh,2021,Q3,2021-Q3,Peer-to-peer payments,986088,5033603845.03,5105,North-Eastern Region
Arunachal Pradesh,2021,Q3,2021-Q3,Recharge & bill payments,600102,187390578.30,312,North-Eastern Region
Arunachal Pradesh,2021,Q3,2021-Q3,Merchant payments,314658,449869060.78,1430,North-Eastern Region
Arunachal Pradesh,2021,Q3,2021-Q3,Financial Services,1934,3348547.83,1731,North-Eastern Region
Arunachal Pradesh,2021,Q3,2021-Q3,Others,4185,3912143.35,935,North-Eastern Region
Arunachal Pradesh,2021,Q4,2021-Q4,Peer-to-peer payments,1227616,6022733378.12,4906,North-Eastern Region
Arunachal Pradesh,2021,Q4,2021-Q4,Recharge & bill payments,633248,207784816.33,328,North-Eastern Region
Arunachal Pradesh,2021,Q4,2021-Q4,Merchant payments,521447,704195694.99,1350,North-Eastern Region
Arunachal Pradesh,2021,Q4,2021-Q4,Financial Services,2386,3933557.28,1649,North-Eastern Region
Arunachal Pradesh,2021,Q4,2021-Q4,Others,5901,4862905.89,824,North-Eastern Region
Arunachal Pradesh,2022,Q1,2022-Q1,Peer-to-peer payments,1403584,6670641250.46,4753,North-Eastern Region
Arunachal Pradesh,2022,Q1,2022-Q1,Merchant payments,720803,917155358.72,1272,North-Eastern Region
Arunachal Pradesh,2022,Q1,2022-Q1,Recharge & bill payments,670576,231933129.00,346,North-Eastern Region
Arunachal Pradesh,2022,Q1,2022-Q1,Financial Services,3053,3359625.79,1100,North-Eastern Region
Arunachal Pradesh,2022,Q1,2022-Q1,Others,6052,5002264.11,827,North-Eastern Region
Arunachal Pradesh,2022,Q2,2022-Q2,Peer-to-peer payments,1751568,7627061474.69,4354,North-Eastern Region
Arunachal Pradesh,2022,Q2,2022-Q2,Merchant payments,1108353,1255513517.36,1133,North-Eastern Region
Arunachal Pradesh,2022,Q2,2022-Q2,Recharge & bill payments,688770,241162643.19,350,North-Eastern Region
Arunachal Pradesh,2022,Q2,2022-Q2,Financial Services,2466,4063469.10,1648,North-Eastern Region
Arunachal Pradesh,2022,Q2,2022-Q2,Others,5768,3864269.88,670,North-Eastern Region
Arunachal Pradesh,2022,Q3,2022-Q3,Peer-to-peer payments,1967086,7365427284.27,3744,North-Eastern Region
Arunachal Pradesh,2022,Q3,2022-Q3,Merchant payments,1316326,1413247143.49,1074,North-Eastern Region
Arunachal Pradesh,2022,Q3,2022-Q3,Recharge & bill payments,649322,238448083.81,367,North-Eastern Region
Arunachal Pradesh,2022,Q3,2022-Q3,Financial Services,1997,4763324.78,2385,North-Eastern Region
Arunachal Pradesh,2022,Q3,2022-Q3,Others,4687,3224948.70,688,North-Eastern Region
Arunachal Pradesh,2022,Q4,2022-Q4,Peer-to-peer payments,2251135,7768088687.68,3451,North-Eastern Region
Arunachal Pradesh,2022,Q4,2022-Q4,Merchant payments,1704968,1669602212.92,979,North-Eastern Region
Arunachal Pradesh,2022,Q4,2022-Q4,Recharge & bill payments,669151,239412553.61,358,North-Eastern Region
Arunachal Pradesh,2022,Q4,2022-Q4,Financial Services,2617,3785469.40,1446,North-Eastern Region
Arunachal Pradesh,2022,Q4,2022-Q4,Others,4838,4020773.90,831,North-Eastern Region
Assam,2018,Q1,2018-Q1,Recharge & bill payments,632092,93491181.14,148,North-Eastern Region
Assam,2018,Q1,2018-Q1,Peer-to-peer payments,318025,993525195.98,3124,North-Eastern Region
Assam,2018,Q1,2018-Q1,Merchant payments,40482,34501622.89,852,North-Eastern Region
Assam,2018,Q1,2018-Q1,Financial Services,18172,4936862.20,272,North-Eastern Region
Assam,2018,Q1,2018-Q1,Others,48110,31349594.00,652,North-Eastern Region
Assam,2018,Q2,2018-Q2,Recharge & bill payments,984160,174427478.21,177,North-Eastern Region
Assam,2018,Q2,2018-Q2,Peer-to-peer payments,530781,2064314053.13,3889,North-Eastern Region
Assam,2018,Q2,2018-Q2,Merchant payments,79307,73366344.81,925,North-Eastern Region
Assam,2018,Q2,2018-Q2,Financial Services,22773,7051504.66,310,North-Eastern Region
Assam,2018,Q2,2018-Q2,Others,46852,31425754.73,671,North-Eastern Region
Assam,2018,Q3,2018-Q3,Recharge & bill payments,1275136,254569069.32,200,North-Eastern Region
Assam,2018,Q3,2018-Q3,Peer-to-peer payments,843571,3424136709.51,4059,North-Eastern Region
Assam,2018,Q3,2018-Q3,Merchant payments,159532,96783839.37,607,North-Eastern Region
Assam,2018,Q3,2018-Q3,Financial Services,22677,4741123.82,209,North-Eastern Region
Assam,2018,Q3,2018-Q3,Others,50935,30904247.88,607,North-Eastern Region
Assam,2018,Q4,2018-Q4,Recharge & bill payments,1703488,317661277.35,186,North-Eastern Region
Assam,2018,Q4,2018-Q4,Peer-to-peer payments,1279089,5284776455.07,4132,North-Eastern Region
Assam,2018,Q4,2018-Q4,Merchant payments,667293,240563395.28,361,North-Eastern Region
Assam,2018,Q4,2018-Q4,Financial Services,28035,6331912.53,226,North-Eastern Region
Assam,2018,Q4,2018-Q4,Others,56267,38689818.79,688,North-Eastern Region
Assam,2019,Q1,2019-Q1,Recharge & bill payments,1993220,400281677.94,201,North-Eastern Region
Assam,2019,Q1,2019-Q1,Peer-to-peer payments,1976310,7291433300.70,3689,North-Eastern Region
Assam,2019,Q1,2019-Q1,Merchant payments,494871,266644645.75,539,North-Eastern Region
Assam,2019,Q1,2019-Q1,Financial Services,20162,4612454.11,229,North-Eastern Region
Assam,2019,Q1,2019-Q1,Others,48442,39127457.94,808,North-Eastern Region
Assam,2019,Q2,2019-Q2,Recharge & bill payments,2512932,539315772.86,215,North-Eastern Region
Assam,2019,Q2,2019-Q2,Peer-to-peer payments,2293770,10035232820.85,4375,North-Eastern Region
Assam,2019,Q2,2019-Q2,Merchant payments,573646,326844709.59,570,North-Eastern Region
Assam,2019,Q2,2019-Q2,Financial Services,13654,4037222.41,296,North-Eastern Region
Assam,2019,Q2,2019-Q2,Others,60927,49538663.41,813,North-Eastern Region
Assam,2019,Q3,2019-Q3,Peer-to-peer payments,2713539,11835800855.18,4362,North-Eastern Region
Assam,2019,Q3,2019-Q3,Recharge & bill payments,2645302,639885372.75,242,North-Eastern Region
Assam,2019,Q3,2019-Q3,Merchant payments,513728,421380275.42,820,North-Eastern Region
Assam,2019,Q3,2019-Q3,Financial Services,8606,6403456.34,744,North-Eastern Region
Assam,2019,Q3,2019-Q3,Others,61396,46973660.74,765,North-Eastern Region
Assam,2019,Q4,2019-Q4,Peer-to-peer payments,3222143,14083346879.36,4371,North-Eastern Region
Assam,2019,Q4,2019-Q4,Recharge & bill payments,2937800,704118873.97,240,North-Eastern Region
Assam,2019,Q4,2019-Q4,Merchant payments,544053,456318130.08,839,North-Eastern Region
Assam,2019,Q4,2019-Q4,Financial Services,9621,3492255.09,363,North-Eastern Region
Assam,2019,Q4,2019-Q4,Others,46893,34707757.01,740,North-Eastern Region
Assam,2020,Q1,2020-Q1,Peer-to-peer payments,4058740,18977446151.77,4676,North-Eastern Region
Assam,2020,Q1,2020-Q1,Recharge & bill payments,3897975,971722606.16,249,North-Eastern Region
Assam,2020,Q1,2020-Q1,Merchant payments,792646,675423852.95,852,North-Eastern Region
Assam,2020,Q1,2020-Q1,Financial Services,10173,7054325.51,693,North-Eastern Region
Assam,2020,Q1,2020-Q1,Others,49326,36781411.34,746,North-Eastern Region
Assam,2020,Q2,2020-Q2,Recharge & bill payments,6045321,1612522828.72,267,North-Eastern Region
Assam,2020,Q2,2020-Q2,Peer-to-peer payments,3648386,17358374071.27,4758,North-Eastern Region
Assam,2020,Q2,2020-Q2,Merchant payments,742400,749018053.24,1009,North-Eastern Region
Assam,2020,Q2,2020-Q2,Financial Services,19814,18130004.69,915,North-Eastern Region
Assam,2020,Q2,2020-Q2,Others,49278,28255168.01,573,North-Eastern Region
Assam,2020,Q3,2020-Q3,Peer-to-peer payments,5637893,26646565777.44,4726,North-Eastern Region
Assam,2020,Q3,2020-Q3,Recharge & bill payments,5292154,1627282415.95,307,North-Eastern Region
Assam,2020,Q3,2020-Q3,Merchant payments,1383230,1492484153.39,1079,North-Eastern Region
Assam,2020,Q3,2020-Q3,Financial Services,24954,28452966.03,1140,North-Eastern Region
Assam,2020,Q3,2020-Q3,Others,59480,36605946.75,615,North-Eastern Region
Assam,2020,Q4,2020-Q4,Peer-to-peer payments,7538478,36013292450.81,4777,North-Eastern Region
Assam,2020,Q4,2020-Q4,Recharge & bill payments,5383505,1662189124.42,309,North-Eastern Region
Assam,2020,Q4,2020-Q4,Merchant payments,2392184,2466913305.59,1031,North-Eastern Region
Assam,2020,Q4,2020-Q4,Financial Services,29764,32314809.98,1086,North-Eastern Region
Assam,2020,Q4,2020-Q4,Others,79523,51901628.47,653,North-Eastern Region
Assam,2021,Q1,2021-Q1,Peer-to-peer payments,9449096,45476079487.10,4813,North-Eastern Region
Assam,2021,Q1,2021-Q1,Recharge & bill payments,6494111,2103017761.55,324,North-Eastern Region
Assam,2021,Q1,2021-Q1,Merchant payments,3459132,3657261586.20,1057,North-Eastern Region
Assam,2021,Q1,2021-Q1,Financial Services,34049,41291047.38,1213,North-Eastern Region
Assam,2021,Q1,2021-Q1,Others,75672,48814663.89,645,North-Eastern Region
Assam,2021,Q2,2021-Q2,Peer-to-peer payments,11668399,51521387890.61,4415,North-Eastern Region
Assam,2021,Q2,2021-Q2,Recharge & bill payments,9058005,2657676415.25,293,North-Eastern Region
Assam,2021,Q2,2021-Q2,Merchant payments,4562669,4914753140.04,1077,North-Eastern Region
Assam,2021,Q2,2021-Q2,Financial Services,49671,46106001.50,928,North-Eastern Region
Assam,2021,Q2,2021-Q2,Others,94161,52549929.27,558,North-Eastern Region
Assam,2021,Q3,2021-Q3,Peer-to-peer payments,15617592,64131823895.24,4106,North-Eastern Region
Assam,2021,Q3,2021-Q3,Recharge & bill payments,10284267,3248364164.20,316,North-Eastern Region
Assam,2021,Q3,2021-Q3,Merchant payments,7431371,8208706348.03,1105,North-Eastern Region
Assam,2021,Q3,2021-Q3,Financial Services,39479,43889820.50,1112,North-Eastern Region
Assam,2021,Q3,2021-Q3,Others,131732,67715045.34,514,North-Eastern Region
Assam,2021,Q4,2021-Q4,Peer-to-peer payments,21393962,86801625126.53,4057,North-Eastern Region
Assam,2021,Q4,2021-Q4,Merchant payments,12895755,13378765005.91,1037,North-Eastern Region
Assam,2021,Q4,2021-Q4,Recharge & bill payments,11484376,3842004488.37,335,North-Eastern Region
Assam,2021,Q4,2021-Q4,Financial Services,60724,65456475.83,1078,North-Eastern Region
Assam,2021,Q4,2021-Q4,Others,185544,97116796.58,523,North-Eastern Region
Assam,2022,Q1,2022-Q1,Peer-to-peer payments,27156085,108855352347.45,4009,North-Eastern Region
Assam,2022,Q1,2022-Q1,Merchant payments,19011883,18833132506.02,991,North-Eastern Region
Assam,2022,Q1,2022-Q1,Recharge & bill payments,12474674,4424035840.37,355,North-Eastern Region
Assam,2022,Q1,2022-Q1,Financial Services,68432,73257991.39,1071,North-Eastern Region
Assam,2022,Q1,2022-Q1,Others,178812,94659207.47,529,North-Eastern Region
Assam,2022,Q2,2022-Q2,Peer-to-peer payments,33879530,123829913105.32,3655,North-Eastern Region
Assam,2022,Q2,2022-Q2,Merchant payments,28377534,24333260089.83,857,North-Eastern Region
Assam,2022,Q2,2022-Q2,Recharge & bill payments,13858113,4814695679.88,347,North-Eastern Region
Assam,2022,Q2,2022-Q2,Financial Services,50785,55549153.74,1094,North-Eastern Region
Assam,2022,Q2,2022-Q2,Others,168763,77624058.02,460,North-Eastern Region
Assam,2022,Q3,2022-Q3,Peer-to-peer payments,37000266,127264703851.97,3440,North-Eastern Region
Assam,2022,Q3,2022-Q3,Merchant payments,34935460,28789992307.16,824,North-Eastern Region
Assam,2022,Q3,2022-Q3,Recharge & bill payments,13974568,5295136932.04,379,North-Eastern Region
Assam,2022,Q3,2022-Q3,Financial Services,65066,62882386.46,966,North-Eastern Region
Assam,2022,Q3,2022-Q3,Others,138451,76363577.27,552,North-Eastern Region
Assam,2022,Q4,2022-Q4,Peer-to-peer payments,44828832,150693397669.18,3362,North-Eastern Region
Assam,2022,Q4,2022-Q4,Merchant payments,43605784,36033810141.57,826,North-Eastern Region
Assam,2022,Q4,2022-Q4,Recharge & bill payments,15344794,5773980885.27,376,North-Eastern Region
Assam,2022,Q4,2022-Q4,Financial Services,74414,75960367.92,1021,North-Eastern Region
Assam,2022,Q4,2022-Q4,Others,127443,76370123.60,599,North-Eastern Region
Bihar,2018,Q1,2018-Q1,Recharge & bill payments,3159922,375559206.77,119,Eastern Region
Bihar,2018,Q1,2018-Q1,Peer-to-peer payments,2052089,5295346761.45,2580,Eastern Region
Bihar,2018,Q1,2018-Q1,Financial Services,194295,33999413.88,175,Eastern Region
Bihar,2018,Q1,2018-Q1,Merchant payments,138885,139827755.74,1007,Eastern Region
Bihar,2018,Q1,2018-Q1,Others,279111,201025034.18,720,Eastern Region
Bihar,2018,Q2,2018-Q2,Recharge & bill payments,4346849,700649777.06,161,Eastern Region
Bihar,2018,Q2,2018-Q2,Peer-to-peer payments,3447898,12141448845.08,3521,Eastern Region
Bihar,2018,Q2,2018-Q2,Merchant payments,311487,318571872.82,1023,Eastern Region
Bihar,2018,Q2,2018-Q2,Financial Services,267433,45332532.10,170,Eastern Region
Bihar,2018,Q2,2018-Q2,Others,258711,300128082.62,1160,Eastern Region
Bihar,2018,Q3,2018-Q3,Peer-to-peer payments,8893764,18695889187.89,2102,Eastern Region
Bihar,2018,Q3,2018-Q3,Recharge & bill payments,4401439,804061398.52,183,Eastern Region
Bihar,2018,Q3,2018-Q3,Merchant payments,586862,367608510.73,626,Eastern Region
Bihar,2018,Q3,2018-Q3,Financial Services,274510,33276460.45,121,Eastern Region
Bihar,2018,Q3,2018-Q3,Others,211229,234968821.31,1112,Eastern Region
Bihar,2018,Q4,2018-Q4,Peer-to-peer payments,8094296,26224303882.80,3240,Eastern Region
Bihar,2018,Q4,2018-Q4,Recharge & bill payments,5469096,986310785.01,180,Eastern Region
Bihar,2018,Q4,2018-Q4,Merchant payments,1680664,848968693.07,505,Eastern Region
Bihar,2018,Q4,2018-Q4,Financial Services,237247,36199427.51,153,Eastern Region
Bihar,2018,Q4,2018-Q4,Others,251098,302214380.18,1204,Eastern Region
Bihar,2019,Q1,2019-Q1,Peer-to-peer payments,16807040,38824078062.32,2310,Eastern Region
Bihar,2019,Q1,2019-Q1,Recharge & bill payments,7036367,1333688182.54,190,Eastern Region
Bihar,2019,Q1,2019-Q1,Merchant payments,2055267,1024996999.53,499,Eastern Region
Bihar,2019,Q1,2019-Q1,Financial Services,204689,28599535.73,140,Eastern Region
Bihar,2019,Q1,2019-Q1,Others,252871,291464734.40,1153,Eastern Region
Bihar,2019,Q2,2019-Q2,Peer-to-peer payments,15837449,58381285240.81,3686,Eastern Region
Bihar,2019,Q2,2019-Q2,Recharge & bill payments,9279442,1996804238.27,215,Eastern Region
Bihar,2019,Q2,2019-Q2,Merchant payments,4365465,2308145849.84,529,Eastern Region
Bihar,2019,Q2,2019-Q2,Financial Services,129603,63338108.54,489,Eastern Region
Bihar,2019,Q2,2019-Q2,Others,348520,382864846.08,1099,Eastern Region
Bihar,2019,Q3,2019-Q3,Peer-to-peer payments,15446119,61831776093.10,4003,Eastern Region
Bihar,2019,Q3,2019-Q3,Recharge & bill payments,9115040,2140566974.71,235,Eastern Region
Bihar,2019,Q3,2019-Q3,Merchant payments,7206001,3413490288.31,474,Eastern Region
Bihar,2019,Q3,2019-Q3,Financial Services,89997,20145460.43,224,Eastern Region
Bihar,2019,Q3,2019-Q3,Others,282743,286804437.74,1014,Eastern Region
Bihar,2019,Q4,2019-Q4,Peer-to-peer payments,26337842,86340631422.25,3278,Eastern Region
Bihar,2019,Q4,2019-Q4,Recharge & bill payments,11358597,2649616529.83,233,Eastern Region
Bihar,2019,Q4,2019-Q4,Merchant payments,5519582,4177574379.04,757,Eastern Region
Bihar,2019,Q4,2019-Q4,Financial Services,100192,18815964.76,188,Eastern Region
Bihar,2019,Q4,2019-Q4,Others,214101,126788281.93,592,Eastern Region
Bihar,2020,Q1,2020-Q1,Peer-to-peer payments,23163922,99873688132.90,4312,Eastern Region
Bihar,2020,Q1,2020-Q1,Recharge & bill payments,13837430,3680590624.90,266,Eastern Region
Bihar,2020,Q1,2020-Q1,Merchant payments,7822567,5562692116.57,711,Eastern Region
Bihar,2020,Q1,2020-Q1,Financial Services,57233,23954789.41,419,Eastern Region
Bihar,2020,Q1,2020-Q1,Others,200663,115927863.46,578,Eastern Region
Bihar,2020,Q2,2020-Q2,Peer-to-peer payments,26572651,116244368941.34,4375,Eastern Region
Bihar,2020,Q2,2020-Q2,Recharge & bill payments,19522564,5642294772.45,289,Eastern Region
Bihar,2020,Q2,2020-Q2,Merchant payments,7011681,6760404421.62,964,Eastern Region
Bihar,2020,Q2,2020-Q2,Financial Services,73119,54077813.26,740,Eastern Region
Bihar,2020,Q2,2020-Q2,Others,206727,105377680.17,510,Eastern Region
Bihar,2020,Q3,2020-Q3,Peer-to-peer payments,37294332,153664683751.53,4120,Eastern Region
Bihar,2020,Q3,2020-Q3,Recharge & bill payments,19027978,6313780616.60,332,Eastern Region
Bihar,2020,Q3,2020-Q3,Merchant payments,14777337,13111735855.03,887,Eastern Region
Bihar,2020,Q3,2020-Q3,Financial Services,104135,81355476.16,781,Eastern Region
Bihar,2020,Q3,2020-Q3,Others,299966,157309412.49,524,Eastern Region
Bihar,2020,Q4,2020-Q4,Peer-to-peer payments,49432098,208484557891.43,4218,Eastern Region
Bihar,2020,Q4,2020-Q4,Merchant payments,26750991,23185594534.31,867,Eastern Region
Bihar,2020,Q4,2020-Q4,Recharge & bill payments,19908687,6926960996.69,348,Eastern Region
Bihar,2020,Q4,2020-Q4,Financial Services,119416,100785736.01,844,Eastern Region
Bihar,2020,Q4,2020-Q4,Others,380481,207713978.04,546,Eastern Region
Bihar,2021,Q1,2021-Q1,Peer-to-peer payments,58566582,242013312361.31,4132,Eastern Region
Bihar,2021,Q1,2021-Q1,Merchant payments,33959313,30171144593.37,888,Eastern Region
Bihar,2021,Q1,2021-Q1,Recharge & bill payments,21974086,8505455545.45,387,Eastern Region
Bihar,2021,Q1,2021-Q1,Financial Services,124277,112949858.25,909,Eastern Region
Bihar,2021,Q1,2021-Q1,Others,308219,170787342.85,554,Eastern Region
Bihar,2021,Q2,2021-Q2,Peer-to-peer payments,78694099,319758683264.15,4063,Eastern Region
Bihar,2021,Q2,2021-Q2,Merchant payments,44686786,43458914639.77,973,Eastern Region
Bihar,2021,Q2,2021-Q2,Recharge & bill payments,31646149,11030849713.50,349,Eastern Region
Bihar,2021,Q2,2021-Q2,Financial Services,149791,116086345.91,775,Eastern Region
Bihar,2021,Q2,2021-Q2,Others,426797,215721223.24,505,Eastern Region
Bihar,2021,Q3,2021-Q3,Peer-to-peer payments,92785704,331514102784.26,3573,Eastern Region
Bihar,2021,Q3,2021-Q3,Merchant payments,64094961,53849745604.96,840,Eastern Region
Bihar,2021,Q3,2021-Q3,Recharge & bill payments,30081746,11327303470.02,377,Eastern Region
Bihar,2021,Q3,2021-Q3,Financial Services,135748,130349071.62,960,Eastern Region
Bihar,2021,Q3,2021-Q3,Others,572954,241260025.55,421,Eastern Region
Bihar,2021,Q4,2021-Q4,Peer-to-peer payments,117340712,423665098014.28,3611,Eastern Region
Bihar,2021,Q4,2021-Q4,Merchant payments,95992559,81729122295.54,851,Eastern Region
Bihar,2021,Q4,2021-Q4,Recharge & bill payments,30824177,13438634948.21,436,Eastern Region
Bihar,2021,Q4,2021-Q4,Financial Services,186298,173358268.82,931,Eastern Region
Bihar,2021,Q4,2021-Q4,Others,783199,365400541.91,467,Eastern Region
Bihar,2022,Q1,2022-Q1,Peer-to-peer payments,138085265,500024806542.69,3621,Eastern Region
Bihar,2022,Q1,2022-Q1,Merchant payments,114892163,95507710275.51,831,Eastern Region
Bihar,2022,Q1,2022-Q1,Recharge & bill payments,30545266,15431605247.39,505,Eastern Region
Bihar,2022,Q1,2022-Q1,Financial Services,169722,148088975.23,873,Eastern Region
Bihar,2022,Q1,2022-Q1,Others,698018,299484690.32,429,Eastern Region
Bihar,2022,Q2,2022-Q2,Peer-to-peer payments,164119431,610448610667.72,3720,Eastern Region
Bihar,2022,Q2,2022-Q2,Merchant payments,158289353,126423430586.43,799,Eastern Region
Bihar,2022,Q2,2022-Q2,Recharge & bill payments,36950622,17225668601.95,466,Eastern Region
